"Year","Month","Day","Temp.SanDiego","Temp.RapidCity"
1997,8,10,70.4,56.5
1997,8,11,70.6,56.7
1997,8,12,70,64.4
1997,8,13,69,63
1997,8,14,70.8,63.8
1997,8,15,70.3,66.3
1997,8,16,69,60.3
1997,8,17,70.7,58.1
1997,8,18,70.2,62.8
1997,8,19,74.9,68.4
1997,8,20,73.2,66.1
1997,8,21,72.7,67.3
1997,8,22,73.1,71.7
1997,8,23,72.7,74.9
1997,8,24,75.4,74.1
1997,8,25,73.8,73.6
1997,8,26,72.3,72.8
1997,8,27,73,69.9
1997,8,28,72.4,69.9
1997,8,29,71.2,73.1
1997,8,30,70.1,70.4
1997,8,31,71.5,72.9
1997,9,1,73.1,70.3
1997,9,2,74.6,59.9
1997,9,3,78.1,64.4
1997,9,4,78.8,73.7
1997,9,5,76.6,68.9
1997,9,6,75.5,69.3
1997,9,7,74.5,70.8
1997,9,8,75.6,66.1
1997,9,9,76.9,59.3
1997,9,10,76.8,62.7
1997,9,11,73.5,68.3
1997,9,12,71.7,72
1997,9,13,71.7,66.5
1997,9,14,73.6,72.1
1997,9,15,76.4,70
1997,9,16,74.9,67.5
1997,9,17,76.3,60.2
1997,9,18,75.6,65.8
1997,9,19,74.4,52.2
1997,9,20,71.5,44.3
1997,9,21,68.4,52.5
1997,9,22,72.9,50
1997,9,23,74.8,52.6
1997,9,24,81,54.2
1997,9,25,75.2,63.5
1997,9,26,72,65.5
1997,9,27,71.7,59.8
1997,9,28,72.9,56.2
1997,9,29,72.7,57.6
1997,9,30,73.1,59.5
1997,10,1,72.4,65.2
1997,10,2,71.7,67.7
1997,10,3,72.2,65.8
1997,10,4,72.3,59
1997,10,5,72.1,62.6
1997,10,6,70.7,58.5
1997,10,7,67.1,56.5
1997,10,8,66.2,54.2
1997,10,9,67.4,44.6
1997,10,10,68,57.4
1997,10,11,66.1,63.8
1997,10,12,64.1,44.6
1997,10,13,67.4,37.1
1997,10,14,73.2,47.8
1997,10,15,76,53.4
1997,10,16,77.2,50
1997,10,17,74.2,57.7
1997,10,18,67.7,61.4
1997,10,19,66.5,45.8
1997,10,20,66.5,40.4
1997,10,21,66,36.2
1997,10,22,66.7,42.2
1997,10,23,67,46.7
1997,10,24,65.8,34.6
1997,10,25,65.8,19.6
1997,10,26,66.3,15.9
1997,10,27,65,37.3
1997,10,28,64.3,47.3
1997,10,29,64.3,45.7
1997,10,30,65.2,49.5
1997,10,31,67.3,49.3
1997,11,1,69.1,48.1
1997,11,2,74.1,43.3
1997,11,3,75.3,37.7
1997,11,4,70.4,45.9
1997,11,5,65.4,40
1997,11,6,65.3,35
1997,11,7,65.9,43.6
1997,11,8,66.6,40.5
1997,11,9,63.2,30.9
1997,11,10,64.8,18.2
1997,11,11,61.2,21.7
1997,11,12,62.8,19.9
1997,11,13,60.8,26
1997,11,14,63,16.4
1997,11,15,61.9,10.2
1997,11,16,61,17.7
1997,11,17,60.7,30.1
1997,11,18,61.2,35.8
1997,11,19,61.1,33.5
1997,11,20,64.2,34
1997,11,21,63,38.4
1997,11,22,65.3,30.5
1997,11,23,64.5,25.3
1997,11,24,62.4,37.9
1997,11,25,63.6,41.5
1997,11,26,64.6,31.6
1997,11,27,60.6,44.3
1997,11,28,57.5,37.9
1997,11,29,59.7,40.3
1997,11,30,60.9,32.4
1997,12,1,56.5,37.1
1997,12,2,59.6,34.5
1997,12,3,59.8,27.1
1997,12,4,61.9,25.5
1997,12,5,62.5,15.5
1997,12,6,65.3,14.1
1997,12,7,61.6,21.6
1997,12,8,60.4,19.4
1997,12,9,56.3,24.5
1997,12,10,54.3,26.2
1997,12,11,56.4,30.9
1997,12,12,57.3,29.3
1997,12,13,56.8,42.1
1997,12,14,57.6,39.9
1997,12,15,56.7,43.8
1997,12,16,58.3,34.9
1997,12,17,57.2,41.9
1997,12,18,58.7,38.9
1997,12,19,59,29.2
1997,12,20,58,19.2
1997,12,21,56.2,23.9
1997,12,22,48.7,32.7
1997,12,23,53.9,25.2
1997,12,24,55.9,30.1
1997,12,25,51.2,28.8
1997,12,26,52.5,34.1
1997,12,27,52,28.8
1997,12,28,54.7,32.5
1997,12,29,57.4,37.8
1997,12,30,61.6,37.2
1997,12,31,63.9,30.9
1998,1,1,61.7,45.9
1998,1,2,61.4,53.1
1998,1,3,60.2,12.8
1998,1,4,57.6,16
1998,1,5,54.6,17.3
1998,1,6,53.2,24.9
1998,1,7,53.8,25.7
1998,1,8,56.9,24.1
1998,1,9,58.7,5.8
1998,1,10,61.3,2.2
1998,1,11,58.9,0.5
1998,1,12,59.1,-4.9
1998,1,13,59.9,-2.1
1998,1,14,58.1,18.7
1998,1,15,57.8,27.1
1998,1,16,61.2,32.5
1998,1,17,59.1,24.3
1998,1,18,60.2,28.7
1998,1,19,59.3,24.5
1998,1,20,56.8,26.3
1998,1,21,56.9,16.9
1998,1,22,56.4,23.4
1998,1,23,56.5,26.5
1998,1,24,57.6,24.7
1998,1,25,58.8,35.4
1998,1,26,58.3,34.8
1998,1,27,59.4,36.8
1998,1,28,58.7,38.6
1998,1,29,58.7,31.6
1998,1,30,57.4,36.2
1998,1,31,57.9,38.9
1998,2,1,57.1,33.2
1998,2,2,59.2,29.4
1998,2,3,59.7,29.9
1998,2,4,58.2,31.4
1998,2,5,57.1,34.5
1998,2,6,57.7,33
1998,2,7,58.4,35
1998,2,8,60.1,39
1998,2,9,57.9,35
1998,2,10,56.4,35.5
1998,2,11,58,32.9
1998,2,12,58.6,35
1998,2,13,59.7,32.3
1998,2,14,58.5,35.8
1998,2,15,57.5,37.3
1998,2,16,55.3,41.6
1998,2,17,55.5,36.4
1998,2,18,57.5,35.6
1998,2,19,56.1,35.8
1998,2,20,56.9,29.2
1998,2,21,55.7,31.6
1998,2,22,57.2,40.6
1998,2,23,59.7,39.2
1998,2,24,56.8,34.7
1998,2,25,56.1,37.4
1998,2,26,55.9,28.5
1998,2,27,56.6,25.9
1998,2,28,58.6,23.1
1998,3,1,59.6,20.7
1998,3,2,58.4,19.9
1998,3,3,58.7,17.4
1998,3,4,59.6,17.4
1998,3,5,58,13.9
1998,3,6,58.4,8.9
1998,3,7,56.4,15.3
1998,3,8,56.5,11.6
1998,3,9,57.7,7.9
1998,3,10,62.4,2.7
1998,3,11,65.6,-4.2
1998,3,12,62.7,28.1
1998,3,13,61.3,35.1
1998,3,14,58.1,24.2
1998,3,15,58.6,22.6
1998,3,16,60.5,32.8
1998,3,17,61,39.2
1998,3,18,61.4,30.3
1998,3,19,62.4,29.9
1998,3,20,61.4,40.8
1998,3,21,61.2,36.6
1998,3,22,61.6,39
1998,3,23,63.5,34.1
1998,3,24,63,44
1998,3,25,60.7,54.3
1998,3,26,58.5,57.3
1998,3,27,58.8,46.9
1998,3,28,57.1,36.8
1998,3,29,52,32.7
1998,3,30,54.7,30.8
1998,3,31,55.7,33.6
1998,4,1,52.7,37.8
1998,4,2,55.9,40.1
1998,4,3,58.4,42.1
1998,4,4,57.1,41.9
1998,4,5,57.2,47.6
1998,4,6,59.1,44.5
1998,4,7,58.3,40.3
1998,4,8,56.7,38.3
1998,4,9,58.7,38.6
1998,4,10,59.4,46.8
1998,4,11,59.1,56.9
1998,4,12,57.6,61.5
1998,4,13,56.9,46
1998,4,14,57.1,42.5
1998,4,15,56.3,40.7
1998,4,16,55.9,34.8
1998,4,17,59,40.3
1998,4,18,61.1,40.1
1998,4,19,63.9,38.1
1998,4,20,63,41.4
1998,4,21,63.1,46.9
1998,4,22,60,51.1
1998,4,23,60.6,58.5
1998,4,24,62.8,63.1
1998,4,25,60.6,57.5
1998,4,26,60.5,51
1998,4,27,63.4,45.6
1998,4,28,64,47.9
1998,4,29,61.3,51.3
1998,4,30,62.1,58.7
1998,5,1,61.9,59.7
1998,5,2,64.6,44.9
1998,5,3,65.8,55
1998,5,4,66.3,61.6
1998,5,5,64.5,54.1
1998,5,6,64,58.9
1998,5,7,63.4,43.6
1998,5,8,61.8,40.6
1998,5,9,60.9,43.9
1998,5,10,60.8,53.3
1998,5,11,61,51.9
1998,5,12,60.6,52.6
1998,5,13,58.9,59.3
1998,5,14,60.1,66.6
1998,5,15,60.6,59.2
1998,5,16,62.3,58.6
1998,5,17,61.7,67.1
1998,5,18,63.4,65.1
1998,5,19,63,60.2
1998,5,20,60.9,62
1998,5,21,62.5,57.6
1998,5,22,63,53.7
1998,5,23,63.3,53.9
1998,5,24,63.7,52.6
1998,5,25,63.7,57
1998,5,26,62.3,60.6
1998,5,27,60.6,68.4
1998,5,28,63.1,66.9
1998,5,29,63.8,63.3
1998,5,30,62.2,69.3
1998,5,31,62.5,60.6
1998,6,1,64,64.5
1998,6,2,64.1,56
1998,6,3,64.3,38.8
1998,6,4,64.3,42.8
1998,6,5,63.5,45.7
1998,6,6,63.9,50.1
1998,6,7,62.9,50.1
1998,6,8,62.6,47.8
1998,6,9,63.6,53.5
1998,6,10,65.2,59.9
1998,6,11,64.2,60.7
1998,6,12,63.2,61.6
1998,6,13,64.8,61.3
1998,6,14,65.5,59.6
1998,6,15,65.5,58.9
1998,6,16,63.5,60.1
1998,6,17,64.5,55.7
1998,6,18,65.7,54.3
1998,6,19,67.1,60.4
1998,6,20,66.3,61.7
1998,6,21,66.9,59.8
1998,6,22,66.2,63.1
1998,6,23,65.6,64.2
1998,6,24,66,66.8
1998,6,25,66.5,66
1998,6,26,67.1,73.1
1998,6,27,66.3,67.7
1998,6,28,66.1,64.3
1998,6,29,66.1,68.7
1998,6,30,67.7,68
1998,7,1,66.1,68.6
1998,7,2,65.5,73.5
1998,7,3,64.3,72.1
1998,7,4,63.2,70.3
1998,7,5,66.1,73.2
1998,7,6,66.7,73.1
1998,7,7,69,71.5
1998,7,8,69.6,73.5
1998,7,9,68.8,71.2
1998,7,10,68.7,74.4
1998,7,11,67.5,75.8
1998,7,12,65.8,76.2
1998,7,13,63.6,76.6
1998,7,14,65.5,77.7
1998,7,15,65.3,75.9
1998,7,16,66.7,74.7
1998,7,17,66.7,80.4
1998,7,18,70.4,82.6
1998,7,19,68.6,80.4
1998,7,20,70.6,83.3
1998,7,21,69.4,72.4
1998,7,22,68.8,66.5
1998,7,23,68.3,64
1998,7,24,67.4,66.3
1998,7,25,68,69.6
1998,7,26,68.7,72.4
1998,7,27,71.2,76.2
1998,7,28,70.9,72.5
1998,7,29,69.4,65.6
1998,7,30,68.2,63.8
1998,7,31,67.8,65
1998,8,1,68.3,71.5
1998,8,2,68.8,69.3
1998,8,3,70,67.8
1998,8,4,69.1,64.9
1998,8,5,68.2,66.4
1998,8,6,68.1,69
1998,8,7,68.5,69.7
1998,8,8,67.9,71.4
1998,8,9,72.9,75.5
1998,8,10,75.4,71.8
1998,8,11,77.1,69
1998,8,12,77.3,68.8
1998,8,13,75.6,73.9
1998,8,14,72.4,72.3
1998,8,15,69.2,69
1998,8,16,71.6,83
1998,8,17,71,71.5
1998,8,18,71.1,77
1998,8,19,70.5,75.4
1998,8,20,70.3,73.6
1998,8,21,72.3,71.2
1998,8,22,73.6,74.9
1998,8,23,73.2,70.8
1998,8,24,69.9,69
1998,8,25,71,66.1
1998,8,26,71.6,72.7
1998,8,27,70.7,74.5
1998,8,28,72.2,75
1998,8,29,74.9,72.8
1998,8,30,77.4,71.4
1998,8,31,77.2,74
1998,9,1,77.2,69.4
1998,9,2,75.1,76.5
1998,9,3,78.6,80.1
1998,9,4,73.5,78.3
1998,9,5,72.8,77.9
1998,9,6,72.8,71.9
1998,9,7,72.5,65.8
1998,9,8,70.8,69.3
1998,9,9,71,79.6
1998,9,10,71.1,78.6
1998,9,11,70.3,75.3
1998,9,12,68.1,71
1998,9,13,68.7,68
1998,9,14,68.2,67
1998,9,15,69.5,66.8
1998,9,16,68.5,68.6
1998,9,17,68.1,71.9
1998,9,18,67,73.3
1998,9,19,67.6,69.3
1998,9,20,68.4,52.4
1998,9,21,68.6,46.9
1998,9,22,67.9,47.9
1998,9,23,68.1,56.2
1998,9,24,67.1,59.2
1998,9,25,66.7,61.3
1998,9,26,65.2,64.7
1998,9,27,66.1,56.6
1998,9,28,66.7,61.7
1998,9,29,66.3,64.2
1998,9,30,66.5,55.5
1998,10,1,67.7,46.7
1998,10,2,66.7,42.6
1998,10,3,65.2,43
1998,10,4,65.4,42.4
1998,10,5,67.2,38.6
1998,10,6,72.1,46.1
1998,10,7,70.2,48.8
1998,10,8,67.6,57.9
1998,10,9,65.4,58.5
1998,10,10,64.6,55.7
1998,10,11,65.3,51.2
1998,10,12,65.1,42.5
1998,10,13,65.4,45.5
1998,10,14,64.4,53.3
1998,10,15,64.1,47.5
1998,10,16,63.9,46.2
1998,10,17,65.3,40.9
1998,10,18,66,43.9
1998,10,19,65.2,45
1998,10,20,63.1,45.1
1998,10,21,64.4,45.5
1998,10,22,64,46.5
1998,10,23,65.9,56
1998,10,24,67.3,56
1998,10,25,64.7,47.7
1998,10,26,63.4,50.6
1998,10,27,63.9,51.4
1998,10,28,64.1,49.7
1998,10,29,63.2,49.8
1998,10,30,62.8,39
1998,10,31,61.9,39.5
1998,11,1,60.2,39.3
1998,11,2,61.3,38.3
1998,11,3,61.6,32.2
1998,11,4,61.6,27.4
1998,11,5,61.1,27.4
1998,11,6,60.5,28.5
1998,11,7,60,28.5
1998,11,8,60.9,27.4
1998,11,9,60.5,30.2
1998,11,10,58.5,24.6
1998,11,11,59.2,23.6
1998,11,12,56.7,25.4
1998,11,13,59.9,34.3
1998,11,14,61.4,41.8
1998,11,15,58.2,37.6
1998,11,16,55.7,46
1998,11,17,60.6,37.8
1998,11,18,59.7,29.9
1998,11,19,58.2,28.6
1998,11,20,60.9,34.3
1998,11,21,59.9,37.8
1998,11,22,58.7,54.1
1998,11,23,58.3,39.7
1998,11,24,60,47.4
1998,11,25,58.2,39.3
1998,11,26,59.8,46.5
1998,11,27,58.2,50.7
1998,11,28,60.8,43.4
1998,11,29,58,52.5
1998,11,30,56.8,36.6
1998,12,1,57.3,50.5
1998,12,2,56.9,50.3
1998,12,3,56.5,44.3
1998,12,4,57.3,31.6
1998,12,5,53.2,31.6
1998,12,6,54.8,24.4
1998,12,7,50.4,25.1
1998,12,8,51.4,27.9
1998,12,9,53.3,35.1
1998,12,10,55.5,27.5
1998,12,11,53.7,35.5
1998,12,12,55.1,34.7
1998,12,13,59.6,37
1998,12,14,57.4,44.1
1998,12,15,55.3,34.6
1998,12,16,63.1,36.8
1998,12,17,58.9,39.7
1998,12,18,58.6,32.1
1998,12,19,57.3,4.2
1998,12,20,55.2,-1.2
1998,12,21,51.2,-7.6
1998,12,22,50.4,-0.2
1998,12,23,49.3,1.6
1998,12,26,54.5,26.4
1998,12,27,54.9,31.7
1998,12,28,55.9,36.2
1998,12,29,56.1,15.5
1999,1,1,57,20.2
1999,1,2,56.7,7
1999,1,3,56.8,3.6
1999,1,4,60.1,6
1999,1,5,59.5,32.6
1999,1,6,58.4,20.2
1999,1,7,54.9,7.7
1999,1,8,55.8,11
1999,1,9,60.3,15.5
1999,1,11,60.7,39.1
1999,1,12,56.1,32.9
1999,1,13,53.8,24.2
1999,1,14,57.2,28.9
1999,1,15,62.2,39
1999,1,16,57.8,32.1
1999,1,17,61,35
1999,1,18,57.2,23.7
1999,1,19,58.4,37.2
1999,1,20,59.1,36.7
1999,1,21,59.7,34.2
1999,1,22,56.1,31.5
1999,1,23,58.2,24.8
1999,1,24,58.8,13.4
1999,1,25,54.7,13.8
1999,1,26,51.2,25.9
1999,1,27,51.5,24.8
1999,1,28,53.2,20.2
1999,1,29,54.1,29.9
1999,1,30,56.1,30.9
1999,1,31,57,40.5
1999,2,1,55,38.9
1999,2,2,55.9,30.3
1999,2,3,56.9,41.8
1999,2,4,57,33.1
1999,2,5,54.5,43.4
1999,2,6,56.8,34.3
1999,2,7,55.8,43.7
1999,2,8,58.5,47.9
1999,2,9,58.1,39.4
1999,2,10,54.4,40.6
1999,2,11,52.8,26.1
1999,2,12,54.5,31.4
1999,2,13,57.1,35.9
1999,2,14,55.9,43.5
1999,2,15,56.9,35.2
1999,2,16,57,31.5
1999,2,17,57.3,30.2
1999,2,18,58.2,35.3
1999,2,19,57.5,30
1999,2,20,58.3,31.7
1999,2,21,58.7,29.4
1999,2,22,57.5,33.3
1999,2,23,63,30.4
1999,2,24,63,37.8
1999,2,25,59,46.6
1999,2,26,57.9,46.9
1999,2,27,58.2,41.1
1999,2,28,59.9,38.7
1999,3,1,59.9,41.7
1999,3,2,59.4,32.1
1999,3,3,59,25.8
1999,3,4,58.2,37.2
1999,3,5,57.3,26.5
1999,3,6,57.8,19.8
1999,3,7,55.7,22.6
1999,3,8,56.8,28.8
1999,3,9,58.2,22.4
1999,3,10,57.6,25.1
1999,3,11,55.9,22.7
1999,3,12,55.2,28.6
1999,3,13,58.3,26.6
1999,3,14,58.4,33.4
1999,3,15,57.3,45
1999,3,16,53.7,49.1
1999,3,17,55.8,39.7
1999,3,18,57.6,35.1
1999,3,19,58.5,44.6
1999,3,20,58.5,44.5
1999,3,21,57.5,38.4
1999,3,22,59.3,41.3
1999,3,23,60.3,39
1999,3,24,60.3,39.3
1999,3,25,57.6,40.3
1999,3,26,55.5,52.8
1999,3,27,59.9,48.5
1999,3,28,61.4,37.3
1999,3,29,60.2,40.2
1999,3,30,61.4,51.7
1999,3,31,59.5,49.9
1999,4,1,55.9,33.2
1999,4,2,51,26
1999,4,3,57.1,22.5
1999,4,4,55.9,23.4
1999,4,5,56.2,34.8
1999,4,6,57.6,42.9
1999,4,7,55.7,50.3
1999,4,8,56.9,48.2
1999,4,9,56.4,45.5
1999,4,10,55.9,38.8
1999,4,11,57.8,40.9
1999,4,12,56.4,40
1999,4,13,58.4,52.2
1999,4,14,59.1,46.2
1999,4,15,58.8,36.7
1999,4,16,62.7,35.3
1999,4,17,70.6,36.4
1999,4,18,68.5,50.6
1999,4,19,66.8,52.7
1999,4,20,63.4,55.7
1999,4,21,59.8,46.9
1999,4,22,57.7,41.4
1999,4,23,55.9,39.8
1999,4,24,58.7,43.6
1999,4,25,59,45.2
1999,4,26,58.4,47.5
1999,4,27,58.4,50.9
1999,4,28,57.1,52.4
1999,4,29,55.3,49.9
1999,4,30,56.1,52.6
1999,5,1,56.7,53.9
1999,5,2,57.7,52.7
1999,5,3,57.2,51.7
1999,5,4,57.9,50.6
1999,5,5,57.7,48.8
1999,5,6,61.1,49.2
1999,5,7,60,48.5
1999,5,8,57.9,49.6
1999,5,9,57.4,49
1999,5,10,58.6,43.2
1999,5,11,59.3,43.5
1999,5,12,61.2,47.2
1999,5,13,58.1,49.2
1999,5,14,60.4,48.7
1999,5,15,58.8,48.4
1999,5,16,59.1,50.5
1999,5,17,60.9,48.1
1999,5,18,60.8,54.8
1999,5,19,59.1,58.8
1999,5,20,59.9,61.7
1999,5,21,58.9,58.8
1999,5,22,58.9,55.9
1999,5,23,59.3,56.5
1999,5,24,62.7,61.6
1999,5,25,61.9,58.1
1999,5,26,61.4,61.9
1999,5,27,61.3,59.3
1999,5,28,60.6,63
1999,5,29,60.5,67.2
1999,5,30,60.6,57.6
1999,5,31,62.2,47.3
1999,6,1,61.2,56.3
1999,6,2,60.4,64
1999,6,3,59.9,67.4
1999,6,4,58.7,65.9
1999,6,5,59.6,63.3
1999,6,6,61.3,58.3
1999,6,7,60.5,61.8
1999,6,8,61.2,65.4
1999,6,9,60.2,63
1999,6,10,61.3,55.3
1999,6,11,62.1,53.3
1999,6,12,62.8,58.8
1999,6,13,63.4,57.2
1999,6,14,64.2,58.5
1999,6,15,62.2,54.7
1999,6,16,61.2,52.6
1999,6,17,63.1,57.9
1999,6,18,62.6,66.5
1999,6,19,62.2,65.9
1999,6,20,61.2,71.6
1999,6,21,59.6,73.3
1999,6,22,61.8,69.3
1999,6,23,61.7,61.3
1999,6,24,64.8,68
1999,6,25,63.9,73.7
1999,6,26,61.8,68
1999,6,27,63.3,61.7
1999,6,28,62.3,58.5
1999,6,29,65.5,60
1999,6,30,65.6,60.1
1999,7,1,64,60
1999,7,2,62.3,63.5
1999,7,3,62.1,69.1
1999,7,4,65.3,73.4
1999,7,5,66.2,71.1
1999,7,6,65.7,64.5
1999,7,7,63.6,73.5
1999,7,8,67.5,77.2
1999,7,9,70.5,67.1
1999,7,10,71.7,61.2
1999,7,11,70.1,67.1
1999,7,12,71.6,74.7
1999,7,13,72.8,76.5
1999,7,14,72,76.9
1999,7,15,68.5,77.9
1999,7,16,69,61.8
1999,7,17,69.8,62.9
1999,7,18,68,68.2
1999,7,19,67.2,70.9
1999,7,20,68.8,68.2
1999,7,21,68.4,76.3
1999,7,22,68.7,79
1999,7,23,69.3,74.8
1999,7,24,67.8,78.6
1999,7,25,65.3,78.2
1999,7,26,64.6,71
1999,7,27,65.8,78.2
1999,7,28,65.8,81.3
1999,7,29,66.5,82.4
1999,7,30,67.1,79.6
1999,7,31,67.2,63.6
1999,8,1,66.1,59.5
1999,8,2,68.1,64.4
1999,8,3,69.2,68.3
1999,8,4,68.1,70.2
1999,8,5,64,71.4
1999,8,6,64.9,69.8
1999,8,7,67.3,69.8
1999,8,8,67.1,72
1999,8,9,66.2,76.9
1999,8,10,66,73.7
1999,8,11,67.3,74.3
1999,8,12,67.5,66.6
1999,8,13,66.7,59.7
1999,8,14,63.5,68.9
1999,8,15,65.6,77.3
1999,8,16,66.9,67.2
1999,8,17,68.8,70.5
1999,8,18,68,68.3
1999,8,19,66.3,68.6
1999,8,20,66.2,74.6
1999,8,21,65.7,72
1999,8,22,65.6,70.4
1999,8,23,66.7,70.1
1999,8,24,69.6,68
1999,8,25,70.8,73.7
1999,8,26,71.8,77.9
1999,8,27,69.6,77
1999,8,28,69.2,74.5
1999,8,29,67.5,71.4
1999,8,30,66.1,70.3
1999,8,31,65.5,78.8
1999,9,1,64.5,67.6
1999,9,2,64.3,58.6
1999,9,3,64.6,54.1
1999,9,4,66.1,51.3
1999,9,5,65.2,53.2
1999,9,6,65.9,65.6
1999,9,7,66.1,64.3
1999,9,8,66.8,53.9
1999,9,9,68.7,55.2
1999,9,10,67.8,60.2
1999,9,11,66.9,62.2
1999,9,12,66.2,49.1
1999,9,13,67.6,51
1999,9,14,65.9,52.1
1999,9,15,63,52.8
1999,9,16,63.1,59.5
1999,9,17,64.2,64.1
1999,9,18,63.4,63
1999,9,19,64.2,51.3
1999,9,20,64.1,50.9
1999,9,21,68.4,55
1999,9,22,70.5,65.3
1999,9,23,67.1,68
1999,9,24,65.6,64
1999,9,25,64.6,62.7
1999,9,26,63.4,52.9
1999,9,27,64,40.8
1999,9,28,65.3,41.8
1999,9,29,68.3,47.9
1999,9,30,75,53.8
1999,10,1,69.3,38.2
1999,10,2,65.7,33.7
1999,10,3,65.1,35.7
1999,10,4,63.8,47.7
1999,10,5,65.1,53.9
1999,10,6,66.6,53.9
1999,10,7,66.1,57.4
1999,10,8,72.5,55.2
1999,10,9,73.6,56.2
1999,10,10,74.8,54.3
1999,10,11,70.3,56.4
1999,10,12,69.7,56.4
1999,10,13,71.8,48.7
1999,10,14,68.2,58.2
1999,10,15,65.9,48.8
1999,10,16,64.9,40.9
1999,10,17,65.9,36.1
1999,10,18,68.2,46.3
1999,10,19,69.2,40
1999,10,20,70.5,48.1
1999,10,21,72.7,56.2
1999,10,22,68.3,50
1999,10,23,64.8,44.6
1999,10,24,65.4,50.7
1999,10,25,70.1,58.3
1999,10,26,68.2,58.2
1999,10,27,63.9,48
1999,10,28,62.7,39.8
1999,10,29,66,54.7
1999,10,30,68.6,49.4
1999,10,31,71.1,53.3
1999,11,1,68.1,47.6
1999,11,2,60.9,31.5
1999,11,3,61.3,47.1
1999,11,4,61.4,50.3
1999,11,5,61.7,43.5
1999,11,6,60.6,49.2
1999,11,7,63.4,56
1999,11,8,62.1,61.7
1999,11,9,61,57.5
1999,11,10,62.1,46.3
1999,11,11,61.3,53
1999,11,12,62.5,52.7
1999,11,13,60.5,59
1999,11,14,59.8,46.1
1999,11,15,62.2,52.4
1999,11,16,61.9,44.1
1999,11,17,61.4,44
1999,11,18,58.9,40.1
1999,11,19,58.1,34
1999,11,20,59.5,38
1999,11,21,60.3,41.5
1999,11,22,58.6,30.4
1999,11,23,56.7,31.6
1999,11,24,56.8,29.3
1999,11,25,58.8,34.5
1999,11,26,59.5,36.2
1999,11,27,56.2,34.5
1999,11,28,55.1,33.9
1999,11,29,60.4,34.7
1999,11,30,60.3,39.6
1999,12,1,59.8,51.5
1999,12,2,56.8,38
1999,12,3,57.4,35.4
1999,12,4,56.2,33.3
1999,12,5,55.7,25.2
1999,12,6,54.8,36.1
1999,12,7,53.9,32.9
1999,12,8,55.8,27.6
1999,12,9,55.3,25.6
1999,12,10,55.6,27.2
1999,12,11,53,31.3
1999,12,12,55.4,33.1
1999,12,13,52.5,33.8
1999,12,14,54.9,32.5
1999,12,15,56.6,25.7
1999,12,16,57.9,33
1999,12,17,59.6,35.9
1999,12,18,58.7,35.4
1999,12,19,57.7,29.1
1999,12,20,61.5,11.9
1999,12,21,60.1,20.9
1999,12,22,63.9,17.8
1999,12,23,60.8,34.9
1999,12,24,61.2,41.3
1999,12,25,59,43.7
1999,12,26,59.5,36.9
1999,12,27,59.2,42.4
1999,12,28,60.8,52.8
1999,12,29,58,44.5
1999,12,30,55.2,35.8
1999,12,31,56,34.2
2000,1,1,54.4,26.9
2000,1,2,55.8,26.4
2000,1,3,53.1,22
2000,1,4,55.3,14.1
2000,1,5,52.9,35.8
2000,1,6,54.3,27.8
2000,1,7,54.6,27.4
2000,1,8,53,32.4
2000,1,9,53.7,36.4
2000,1,10,54,30.7
2000,1,11,53.3,21.9
2000,1,12,56.1,17.4
2000,1,13,56.8,21.9
2000,1,14,62,35.8
2000,1,15,63.5,38.4
2000,1,16,58.6,26.6
2000,1,17,63.4,35.3
2000,1,18,67.1,33
2000,1,19,64.8,30.3
2000,1,20,62.6,19.4
2000,1,21,59.8,25.2
2000,1,22,57.5,31
2000,1,23,57,20.9
2000,1,24,63.3,24.6
2000,1,25,63.5,16.3
2000,1,26,59.3,26.2
2000,1,27,55.9,24.4
2000,1,28,54.5,28
2000,1,29,55.5,20.9
2000,1,30,57,17.3
2000,1,31,58.6,17.4
2000,2,1,57.3,15.9
2000,2,2,67.2,36.4
2000,2,3,62.4,36.4
2000,2,4,59.7,26.8
2000,2,5,60.3,29
2000,2,6,59.1,33.4
2000,2,7,58,35.2
2000,2,8,59.8,42.1
2000,2,9,60,41.8
2000,2,10,57.5,26.8
2000,2,11,57.8,15
2000,2,12,58.3,22.2
2000,2,13,57.5,15.2
2000,2,14,58.8,17.4
2000,2,15,58.8,23.4
2000,2,16,59.1,24
2000,2,17,56.8,28.3
2000,2,18,54,22.1
2000,2,19,62.4,29.6
2000,2,20,61.8,32.2
2000,2,21,57.8,48.7
2000,2,22,55.9,50.9
2000,2,23,56.9,46.4
2000,2,24,55.2,43
2000,2,25,55.8,41
2000,2,26,56.6,33.3
2000,2,27,57,34.9
2000,2,28,56.5,43.9
2000,2,29,54.8,43
2000,3,1,56.9,34
2000,3,2,56.2,39.2
2000,3,3,57.1,44.2
2000,3,4,55.4,45.7
2000,3,5,54.8,52.2
2000,3,6,51.5,50.3
2000,3,7,53.5,41.4
2000,3,8,55,36.1
2000,3,9,53.4,21.3
2000,3,10,56.4,22.5
2000,3,11,60.3,29.6
2000,3,12,60.4,31.9
2000,3,13,58.1,33.9
2000,3,14,58.4,36.3
2000,3,15,56.9,33.3
2000,3,16,57.4,28.6
2000,3,17,59.2,37.2
2000,3,18,61.9,40.4
2000,3,19,60.4,40
2000,3,20,59.8,36.6
2000,3,21,58.5,34.8
2000,3,22,59.5,39.5
2000,3,23,59.6,46.7
2000,3,24,58.3,47.7
2000,3,25,58,40.9
2000,3,26,58.4,48.1
